192	HOOKER	HOOKER HS	16	7	7	0	2	0	0	0	9	7	0	36.7572	-101.0763
193	HOWE	HOWE HS	12	4	4	2	0	2	0	0	6	6	0	34.9546	-94.6366
194	HUGO	HUGO HS	0	0	0	0	0	0	0	0	0	0	0	34.015	-95.511
195	HULBERT	HULBERT JR-SR HS (SR)	0	0	0	0	0	0	0	0	0	0	0	35.931	-95.1454
196	HYDRO-EAKLY	HYDRO-EAKLY HS	22	16	2	4	0	0	0	0	9	13	2	35.5516	-98.5765
197	IDABEL	IDABEL HS	43	13	7	7	7	2	0	7	22	21	4	33.8828	-94.8155
198	INDIAHOMA	INDIAHOMA HS	0	0	0	0	0	0	0	0	0	0	0	34.6189	-98.7543
199	INDIANOLA	INDIANOLA HS	0	0	0	0	0	0	0	0	0	0	0	35.1659	-95.749
200	INOLA	INOLA HS	29	19	4	4	0	2	0	0	15	14	0	36.1589	-95.505
201	JAY	JAY HS	57	19	2	16	0	7	0	13	23	34	0	36.4296	-94.7871
202	JENKS	JENKS HS	266	193	13	22	19	19	0	0	127	139	7	36.0272	-95.9707
203	JONES	JONES HS	24	22	0	0	0	2	0	0	13	11	0	35.5801	-97.3005
204	KANSAS	KANSAS HS	20	10	0	10	0	0	0	0	10	10	0	36.2125	-94.8048
205	KELLYVILLE	KELLYVILLE HS	22	16	0	4	0	0	0	2	10	12	0	35.9484	-96.2082
206	KEOTA	KEOTA HS	0	0	0	0	0	0	0	0	0	0	0	35.2577	-94.9209
207	KETCHUM	KETCHUM HS	0	0	0	0	0	0	0	0	0	0	0	36.5258	-95.0179
208	KEYES	KEYES HS	8	4	4	0	0	0	0	0	4	4	0	36.8086	-102.2559
209	KEYS	KEYS HS	29	10	0	19	0	0	0	0	13	16	0	35.7901	-94.9657
210	KIEFER	KIEFER HS	5	5	0	0	0	0	0	0	5	0	0	35.9438	-96.0436
211	KINGFISHER	KINGFISHER HS	47	25	4	16	2	0	0	0	35	12	0	35.8553	-97.9374
212	KINGSTON	KINGSTON HS	19	10	2	7	0	0	0	0	6	13	0	34.0015	-96.7137
213	KINTA	KINTA HS	0	0	0	0	0	0	0	0	0	0	0	35.1215	-95.2365
214	KIOWA	KIOWA HS	20	10	0	10	0	0	0	0	10	10	0	34.7195	-95.8954
215	KONAWA	KONAWA HS	23	19	0	4	0	0	0	0	13	10	0	34.9575	-96.7621
216	KREMLIN-HILLSDALE	KREMLIN-HILLSDALE HS	0	0	0	0	0	0	0	0	0	0	0	36.5445	-97.8301
217	LATTA	LATTA HS	11	4	0	5	0	2	0	0	2	9	0	34.7524	-96.706
218	LAVERNE	LAVERNE HS	0	0	0	0	0	0	0	0	0	0	0	36.7092	-99.9007
219	LAWTON	EISENHOWER HS	116	49	10	7	40	4	2	4	51	65	0	34.607	-98.4589
220	LAWTON	LAWTON HS	169	79	25	10	37	7	4	7	71	98	0	34.6173	-98.4036
221	LAWTON	MACARTHUR HS	82	40	10	7	16	2	2	5	40	42	0	34.6095	-98.3369
222	LE FLORE	LEFLORE HS	8	4	0	4	0	0	0	0	4	4	0	34.8968	-94.979
223	LEEDEY	LEEDEY HS	20	16	0	2	0	0	0	2	10	10	0	35.8683	-99.3417
224	LEXINGTON	LEXINGTON HS	29	25	0	4	0	0	0	0	16	13	2	35.015	-97.3259
225	LIBERTY	LIBERTY HS	18	7	4	7	0	0	0	0	12	6	0	35.8713	-95.9545
226	LINDSAY	LINDSAY HS	52	43	2	7	0	0	0	0	22	30	2	34.8344	-97.6126
227	LITTLE AXE	LITTLE AXE HS	23	13	4	4	0	0	0	2	14	9	0	35.2339	-97.1949
228	LOCUST GROVE	LOCUST GROVE HS	68	22	0	46	0	0	0	0	43	25	0	36.2043	-95.1712
229	LOMEGA	LOMEGA HS	21	7	4	0	0	0	0	10	6	15	4	35.8483	-98.1895
230	LONE GROVE	LONE GROVE HS	10	10	0	0	0	0	0	0	8	2	0	34.1748	-97.2464
